S.No.,State,Blood Center,Address,District,Category,Phone,Email,Action
136,Andhra Pradesh,Bsu Chc Kothapet,"KOTHAPET, KOTHAPET, Dist. Konaseema",Konaseema,Govt.,9949732923,chc.kothapeta@gmail.com,StockCamps
137,Andhra Pradesh,Bsu Chc Kovur,"Kovur, Kovur, Dist. Sri Potti Sriramulu Nellore",Sri Potti Sriramulu Nellore,Govt.,8978912284,chckovuru@gmail.com,StockCamps
138,Andhra Pradesh,Bsu Chc Kovvuru,"Kovvuru, KOVVUR, Dist. East Godavari",East Godavari,Govt.,9985525948,chckovvuru@gmail.com,StockCamps
139,Andhra Pradesh,Bsu Chc Kunavaram,"Kunavaram, Kunavaram, Dist. Alluri Sitharama Raju",Alluri Sitharama Raju,Govt.,8019932023,chckunavaram@gmail.com,StockCamps
140,Andhra Pradesh,Bsu Chc Kurupam,"Kurupam, KURUPAM, Dist. Parvathipuram Manyam",Parvathipuram Manyam,Govt.,9701937121,chckurupam@gmail.com,StockCamps
141,Andhra Pradesh,Bsu Chc Macherla,"Macherla, MACHERLA, Dist. Palnadu",Palnadu,Govt.,8309885531,momacharla@yahoo.com,StockCamps
142,Andhra Pradesh,Bsu Chc Mandapeta,"Mandapeta, Mandapeta, Dist. Konaseema",Konaseema,Govt.,9849639629,governmenthospital_mandapeta@yahoo.com,StockCamps
143,Andhra Pradesh,Bsu Chc Marturu,"Marturu, Marturu, Dist. Bapatla",Bapatla,Govt.,9603169960,apvchcmartur@gmail.com,StockCamps
144,Andhra Pradesh,Bsu Chc Midtur,"Midtur, Midtur, Dist. Nandyal",Nandyal,Govt.,8985695603,chcmidtur@gmail.com,StockCamps
145,Andhra Pradesh,Bsu Chc Mummidi Varam,"Mummidi varam, Mummidi varam, Dist. Konaseema",Konaseema,Govt.,7093125643,chncmummidivaram@gmail.com,StockCamps
146,Andhra Pradesh,Bsu Chc Munchingput,"Munchingput, Munchingput, Dist. Visakhapatnam",Visakhapatnam,Govt.,9492166089,chcmunchingiput@gmail.com,StockCamps
147,Andhra Pradesh,Bsu Chc Mydukur,"Mydukur, MYDUKUR, Dist. Y.S.R.",Y.S.R.,Govt.,8309456229,chcmydukur@gmail.com,StockCamps
148,Andhra Pradesh,Bsu Chc Mylavaram,"Mylavaram, Mylavaram, Dist. NTR",NTR,Govt.,9704185815,momylavaram@gmail.com,StockCamps
149,Andhra Pradesh,Bsu Chc Naidupeta,"Naidupeta, Naidupeta, Dist. Tirupati",Tirupati,Govt.,7981018251,chcnayadupeta1@gmail.com,StockCamps
150,Andhra Pradesh,Bsu Chc Nakkapalli,"Nakkapalli, NAKKAPALLI, Dist. Anakapalli",Anakapalli,Govt.,9290462691,chcnakkapalli@gmail.com,StockCamps
151,Andhra Pradesh,Bsu Chc Nandikodkur,"Nandikodkur, NANDIKOTKUR, Dist. Nandyal",Nandyal,Govt.,9703482049,CHC Nandikotkur @gmail.com,StockCamps
152,Andhra Pradesh,Bsu Chc Nellimarla,"Near SBI Bank, Nellimarla, Vizianagaram, Andhra Pradesh, Vizianagaram, Dist. Vizianagaram",Vizianagaram,Govt.,8008524253,chcnellimarla@gmail.com,StockCamps
153,Andhra Pradesh,Bsu Chc Nidadavolu,"Nidadavolu, Nidadavolu, Dist. East Godavari",East Godavari,Govt.,9676555464,chcnidadadavolu@gmail.com,StockCamps
154,Andhra Pradesh,Bsu Chc Nizampatnam,"Nizampatnam, Nizampatnam, Dist. Bapatla",Bapatla,Govt.,9966882208,bptchcnizampatnam@gmail.com,StockCamps
155,Andhra Pradesh,Bsu Chc Orvakal,"Orvakal, Orvakal, Dist. Kurnool",Kurnool,Govt.,7382577777,chcorvakal@gmaiol.com,StockCamps
156,Andhra Pradesh,Bsu Chc Owk,"Owk, Owk, Dist. Kurnool",Kurnool,Govt.,7730095645,chcowk@gmail.com,StockCamps
157,Andhra Pradesh,Bsu Chc Palasa,"Palasa, Palasa, Dist. Srikakulam",Srikakulam,Govt.,9032362671,chcpalasa@gmail.com,StockCamps
158,Andhra Pradesh,Bsu Chc Panyam,"Panyam, Panyam, Dist. Nandyal",Nandyal,Govt.,9440291916,chcpanyam@gmail.com,StockCamps
159,Andhra Pradesh,BSU CHC Parchur,"CHC PARCHUR, Parchur, Dist. Bapatla",Bapatla,Govt.,9000071064,apvchcparchuru@gmail.com,StockCamps
160,Andhra Pradesh,Bsu Chc Patha Gannavaram,"P Gannavaraam, P Gannavaram, Dist. Konaseema",Konaseema,Govt.,9440866248,chcpgannavaram@gmail.com,StockCamps
161,Andhra Pradesh,Bsu Chc Pathapatnam,"Pathapatnam, PATHAPATNAM, Dist. Srikakulam",Srikakulam,Govt.,9441494975,chcpathapatnam@gmail.com,StockCamps
162,Andhra Pradesh,Bsu Chc Pattikonda,"Pathikonda, PATTIKONDA, Dist. Kurnool",Kurnool,Govt.,9492945991,chcpathikonda@gmail.com,StockCamps
163,Andhra Pradesh,Bsu Chc Pedakurapadu,"Pedakurapadu, Pedakurapadu, Dist. Palnadu",Palnadu,Govt.,9533161751,mochcpedakurapadu2016@gmail.com,StockCamps
164,Andhra Pradesh,Bsu Chc Peddapuram,"Peddapuram, Peddapuram, Dist. Kakinada",Kakinada,Govt.,9490939158,bsc dcspeddapuram@gmail.com,StockCamps
165,Andhra Pradesh,Bsu Chc Pendurthi,"Pendurthi, Pendurthi, Dist. Visakhapatnam",Visakhapatnam,Govt.,8500800916,chcpendurthi@gmail.com,StockCamps
166,Andhra Pradesh,Bsu Chc Penugonda,"Penugonda, PENUGONDA, Dist. West Godavari",West Godavari,Govt.,6300147334,mopenugonda@gmail.com,StockCamps
167,Andhra Pradesh,Bsu Chc Penukonda,"PENUKONDA, PENUKONDA, Dist. Sri Sathya Sai",Sri Sathya Sai,Govt.,9494742813,penukondachc@gmail.com,StockCamps
168,Andhra Pradesh,Bsu Chc Pithapuram,"Pithapuram, PITHAPURAM, Dist. Kakinada",Kakinada,Govt.,6305060209,ghptpr@gmail.com,StockCamps
169,Andhra Pradesh,Bsu Chc Pittalavani Palem,"Pittalavani Palem, Pttalavani Palem, Dist. Bapatla",Bapatla,Govt.,9160597773,chcpvpbptl1@gmail.com,StockCamps
170,Andhra Pradesh,Bsu Chc Podalakuru,"Podalakuru, Podalakuru, Dist. Sri Potti Sriramulu Nellore",Sri Potti Sriramulu Nellore,Govt.,9110513316,podalakurchc@gmail.com,StockCamps
171,Andhra Pradesh,Bsu Chc Ponnur,"Ponnur, Ponnur, Dist. Guntur",Guntur,Govt.,9885908063,gntchcponnurofficial@gmail.com,StockCamps
172,Andhra Pradesh,Bsu Chc Porumamilla,"Porumamilla, Porumamilla, Dist. Y.S.R.",Y.S.R.,Govt.,9010842746,chcporumamilla@gmail.com,StockCamps
173,Andhra Pradesh,Bsu Chc Prathipadu,"Prathipadu, PRATHIPADU, Dist. Kakinada",Kakinada,Govt.,9885969921,chcprathipadu5@gmail.com,StockCamps
174,Andhra Pradesh,Bsu Chc Putturu,"Putturu, PUTTURU, Dist. Tirupati",Tirupati,Govt.,9581588520,chcputtur@gmail.com,StockCamps
175,Andhra Pradesh,Bsu Chc Railway Koduru,"Rilway Koduru, Raiway koduru, Dist. Annamayya",Annamayya,Govt.,9000886604,chcrailwaykodur@gmail.com,StockCamps
176,Andhra Pradesh,Bsu Chc Ranastalam,"Ranastalam, Srikakulam, Ranastalam, Dist. Srikakulam",Srikakulam,Govt.,7702298921,chcranastalam@gmail.com,StockCamps
177,Andhra Pradesh,Bsu Chc Rapur,"Rapur, Rapur, Dist. Sri Potti Sriramulu Nellore",Sri Potti Sriramulu Nellore,Govt.,8790243077,chcrapur@gmail.com,StockCamps
178,Andhra Pradesh,Bsu Chc Satyavedu,"Satyavedu, Satyavedu, Dist. Tirupati",Tirupati,Govt.,9030614215,mochcstvd@yahoo.in,StockCamps
179,Andhra Pradesh,Bsu Chc Shaik Raja,"Vijayawada, Vijayawada, Dist. NTR",NTR,Govt.,9885514359,drshaikraja@gmail.com,StockCamps
180,Andhra Pradesh,Bsu Chc Sidhout,"Sidhout, Sidhout, Dist. Y.S.R.",Y.S.R.,Govt.,9182456693,siddaoutchc@gmail.com,StockCamps
181,Andhra Pradesh,Bsu Chc Sompeta,"Sompeta, Srkakulam (Rural), Dist. Srikakulam",Srikakulam,Govt.,8106327823,chcsompeta@gmail.com,StockCamps
182,Andhra Pradesh,Bsu Chc Sullurpet,"Sullurpeta, SULLURIPETA, Dist. Tirupati",Tirupati,Govt.,9492692128,chcsullurpeta@gmail.com,StockCamps
183,Andhra Pradesh,Bsu Chc Sunnipeta,"Sunnipeta, Sunnipeta, Dist. Nandyal",Nandyal,Govt.,9396536699,chcsunnipenta@gamil.com,StockCamps
184,Andhra Pradesh,Bsu Chc Tallarevu,"Tallarevu, Tallarevu, Dist. Kakinada",Kakinada,Govt.,9381661949,chctallarevu@gmail.com,StockCamps
185,Andhra Pradesh,Bsu Chc Tiruvuru,"Tiruvuru, TIRUVURU, Dist. NTR",NTR,Govt.,9441368736,motiruvuru@gmail.com,StockCamps
186,Andhra Pradesh,Bsu Chc T. Kothapalli,"T. Kothapalli, T Kothaplii, Dist. Konaseema",Konaseema,Govt.,7702015396,chnc.tkpalli@gmail.com,StockCamps
187,Andhra Pradesh,Bsu Chc Udayagiri,"Udayagiri, UDAYAGIRI, Dist. Sri Potti Sriramulu Nellore",Sri Potti Sriramulu Nellore,Govt.,9908850599,nmdshafi110686@mail.com,StockCamps
188,Andhra Pradesh,Bsu Chc Ulavapadu,"Ulavapadu, Ulavapadu, Dist. Sri Potti Sriramulu Nellore",Sri Potti Sriramulu Nellore,Govt.,9553097139,apvchculavapdu@gmail.com,StockCamps
189,Andhra Pradesh,Bsu Chc Uravakonda,"Uravakonda, Uravakonda, Dist. Anantapur",Anantapur,Govt.,7032097637,chcuravakonda@gmail.com,StockCamps
190,Andhra Pradesh,Bsu Chc Vayalpadu,"Vayalapad, vayalpadu, Dist. Annamayya",Annamayya,Govt.,9963839455,mochcvayalpdu@gmail.com,StockCamps
191,Andhra Pradesh,BSU CHC Veldurthy,"Veldurthy, Veldurthy, Dist. Kurnool",Kurnool,Govt.,9440504922,chcveldurthy@gmail.com,StockCamps
192,Andhra Pradesh,Bsu Chc Velgode,"Velgodu, Velgode, Dist. Nandyal",Nandyal,Govt.,9703458945,chcvelugode@gmail.com,StockCamps
193,Andhra Pradesh,BSU CHC Vemuru,"Vemuru, Vemuru, Dist. Bapatla",Bapatla,Govt.,8712141057,gntchgvemuru@gmail.com,StockCamps
194,Andhra Pradesh,Bsu Chc Venkatachalam,"Venkatachalam, Venkatachalam, Dist. Sri Potti Sriramulu Nellore",Sri Potti Sriramulu Nellore,Govt.,8125203160,chcvenkatachalam99@mail.com,StockCamps
195,Andhra Pradesh,Bsu Chc Venkatagiri.,"Venkatagiri., VENKATAGIRI, Dist. Tirupati",Tirupati,Govt.,9573463805,bttusujithkumar@gmail.com,StockCamps
196,Andhra Pradesh,Bsu Chc Venkatagiri Kota,"Venkatagiri Kota, Venkatagrir Kota, Dist. Chittoor",Chittoor,Govt.,9966775379,apvvpchcvkota@gmail.com,StockCamps
197,Andhra Pradesh,Bsu Chc Vinjamur,"Vinjamur, Vinjamur, Dist. Sri Potti Sriramulu Nellore",Sri Potti Sriramulu Nellore,Govt.,9700225680,chcvinjamur@gmail.com,StockCamps
198,Andhra Pradesh,Bsu Chc Vinukonda,"Vinukonda, VINUKONDA, Dist. Palnadu",Palnadu,Govt.,8919149747,bsc.vinukonda@gmail.com,StockCamps
199,Andhra Pradesh,Bsu Chc Visannapeta,"Visannapeta, Visannapeta, Dist. NTR",NTR,Govt.,8985859607,bsuvisannapeta@gmail.com,StockCamps
200,Andhra Pradesh,Bsu Chc Yarlagadda Ramavaram,"CHC Y.Ramavaram, BESIDE POLICE STATION, Y Ramavaram, Dist. Alluri Sitharama Raju",Alluri Sitharama Raju,Govt.,9182163068,chcy.ramavaram@gmail.com,StockCamps
201,Andhra Pradesh,Bsu Chc Yelamachili,"Yelamnchili, Yelamachili, Dist. Anakapalli",Anakapalli,Govt.,9581922658,chcyellamanchili@gmail.com,StockCamps
202,Andhra Pradesh,Bsu Chc Yeleswaram,"Yeleswaram, YELESWARAM, Dist. Kakinada",Kakinada,Govt.,9515433001,moyeleswaram@gmail.com,StockCamps
203,Andhra Pradesh,"Bsu Christian Medical College, Vellore","Chittoor, Chittoor, Dist. Chittoor",Chittoor,Private,7904483332,office_chittoor@cmcvellore.ac.in,StockCamps
204,Andhra Pradesh,Bsu Ircs Bapatla,"Near MRO Office, Bapatla, Dist. Bapatla",Bapatla,Red Cross,9441449092,redcrossbsc@gmail.com,StockCamps
205,Andhra Pradesh,Bsu Ircs Repalle,"Repalle, Repalle, Dist. Bapatla",Bapatla,Red Cross,9177883353,rplredcrossbb@gamil.com,StockCamps
206,Andhra Pradesh,Bsu Master Diagnostics Tiruvuru,"Tiruvuru, Tiruvuru, Dist. NTR",NTR,Private,7093801406,-,StockCamps
207,Andhra Pradesh,Bsu Mch Adoni,"Adoni, Adoni, Dist. Kurnool",Kurnool,Govt.,9640025327,mchadonihospital@gmail.com,StockCamps
208,Andhra Pradesh,Bsu Mch Ongole,"Ongole, MCH ONGOLE, Dist. Prakasam",Prakasam,Govt.,9440253252,apvahypalem@gmail.com,StockCamps
209,Andhra Pradesh,Bsu Mch Vizianagaram,"Viziangaram, MCH VZM, Dist. Vizianagaram",Vizianagaram,Govt.,9502913787,gosha.vzm@gmail.com,StockCamps
210,Andhra Pradesh,Bsu Oggh Vijayawada,"Vijayawada, VIJAYAWADA, Dist. NTR",NTR,Govt.,8500659596,oldgghbsc@gmail.com,StockCamps
211,Andhra Pradesh,Bsu Rdt Kalyandurgam Private,"Private BSU,The RDT Hospital, Kalyandurgam, Ananthapuramu, Kalyandurg, Dist. Anantapur",Anantapur,Private,8985573656,rdthkld@gmail.com,StockCamps
212,Andhra Pradesh,Bsu Sriharikota,"Sriharikota, Sriharikota, Dist. Tirupati",Tirupati,Govt.,9894460460,drvenktraman@shar.gov.in,StockCamps
213,Andhra Pradesh,Bsu Sviccar Tirupati,"Tirupati, Tirupati, Dist. Tirupati",Tirupati,Charitable/Vol,8977940283,sviccar@tatacancercare.org,StockCamps
214,Andhra Pradesh,Buddala Nagaratnam Memorial Voluntary Blood Bank,"D No. 6-1-12/1, Opp.Swarna Sai Mandir, Near Yerra Vantena,, OPP.SWARNA SAI MANDIR,NEAR YERRA VANTENA AMALAPURAM, Amalapuram, Dist. Konaseema",Konaseema,Charitable/Vol,9866413165,bnrbbamp@gmail.com,StockCamps
215,Andhra Pradesh,Care Blood Centre,"D.No: 40-318, 2nd floor,Nalanda complex, opp RTC depot, Rajvihar center, KURNOOL, Kurnool, Dist. Kurnool",Kurnool,Private,7893975602,carebloodcentre@gmail.com,StockCamps
216,Andhra Pradesh,Chaitanya Blood Centre Ananthapur,"M/s. Chaitanya Blood Centre (A unit of Chaitanya Youth Association), D.No. 12-3-347, 2nd Floor, Dena Bank Building, Sai Nagar, 8th Cross, Sai Nagar Main Road, Ananthapuramu-515001, Anantapur, Dist. Anantapur",Anantapur,Charitable/Vol,9441219290,chaitanyabloodbankatp001@gmail.com,StockCamps
217,Andhra Pradesh,Chaitanya Blood Centre Vijayawada,"D.No.40-9/1-26, Vasavya Complex, 1st floor, Vasavya Nagar, , Vijayawada, Dist. NTR",NTR,Private,9246289777,-,StockCamps
218,Andhra Pradesh,Chatrapathi Shivaji Voluntary Blood Centre,"#PLOT NO .5C, 3RD FLOOR, UNIQUE HOSPITAL, HEALTH CITY, AARILOVA, , VISAKHAPATNAM, Dist. Visakhapatnam",Visakhapatnam,Charitable/Vol,7093373738,csvbloodcentre@gmail.com,StockCamps
219,Andhra Pradesh,Community Health Centre Blood Centre Razole,"GOVT HOSPITAL CHC RAZOLE, RAZOLE, Razole, Dist. Konaseema",Konaseema,Govt.,8008553463,ahbloodbankrzl@gmail.com,StockCamps
220,Andhra Pradesh,Cpt Blood Centre,"D.no.06-351/1,1St floor modern complex, CN road, chilkaluripet,, Dist. Palnadu",Palnadu,Private,9132389389,cptbloodcentre@gmail.com,StockCamps
221,Andhra Pradesh,Deepu Blood Centre Ananthapur,"Deepu Blood Centre, 12-2-946, Sainagar 2nd cross, opp to SBI main branch, Anantapuramu, Anantapur, Dist. Anantapur",Anantapur,Private,7989152443,Deepubloodbank@gmail.com,StockCamps
222,Andhra Pradesh,Deepu Blood Centre Hindupur,"D.No 4-5-687/7-1, Lepakshi, Chaitanya Nagar, Hindupur, Hindupur, Dist. Sri Sathya Sai",Sri Sathya Sai,Charitable/Vol,6303569024,deepubloodcenterhdp@gmail.com,StockCamps
223,Andhra Pradesh,Dhanwantari Voluntary Blood Centre,"1, 2nd Floor & Part of 3rd Floor, Opp. Godavari Grameena Bank, 1, 2nd Floor & Part of 3rd Floor, Opp. Godavari Grameena Bank, Rajahmundry, Dist. East Godavari",East Godavari,Charitable/Vol,9949003311,rjydvbb@gmail.com,StockCamps
224,Andhra Pradesh,Dharani Voluntary Blood Centre,"flat No.201, 2nd Floor, S.V.R.Towers, J.P.Road, Bhimavaram-534202, W.G.Dist., Bhimavaram, Dist. West Godavari",West Godavari,Private,9948885779,dharanibloodbank@gmail.com,StockCamps
225,Andhra Pradesh,District Hospital Blood Center Parvathipuram Manyam,"Blood Bank, Area Hospital, Parvathipuram, District hospital,ROOM NO 33 ,1st floor, parvathipurammanyam, Parvathipuram manyam, Dist. Parvathipuram Manyam",Parvathipuram Manyam,Govt.,9848418400,bloodcentre.dhpvp@gmail.com,StockCamps
226,Andhra Pradesh,District Hospital Blood Center Tenali,"Ground Floor, Hospital Premises, Chenchupeta, NEAR MARKET YARD , Tenali, Dist. Guntur",Guntur,Govt.,9494052934,tenalibloodbank@gmail.com,StockCamps
227,Andhra Pradesh,District Hospital Blood Centre Anakapalli,"Poolbagh Road, Anakapalli, Anakapalli, Dist. Anakapalli",Anakapalli,Govt.,9493192398,bloodbank.ahakp@gmail.com,StockCamps
228,Andhra Pradesh,District Hospital Blood Centre Atmakur Nellore,"1st floor, Near Wear Colony, Nellore, Dist. Sri Potti Sriramulu Nellore",Sri Potti Sriramulu Nellore,Govt.,9247708602,dhatk@yahoo.com,StockCamps
229,Andhra Pradesh,District Hospital Blood Centre Chittoor,"1st Floor, District Head Quarter Hospital Premises, Chittoor, Dist. Chittoor",Chittoor,Govt.,996623459,bloodbankctr1@gmail.com,StockCamps
230,Andhra Pradesh,District Hospital Blood Centre Hindupur,"Blood Bank, District Hospital, Hindupur, Hindupur, Dist. Sri Sathya Sai",Sri Sathya Sai,Govt.,9398736265,bbapvvphup@gmail.com,StockCamps
231,Andhra Pradesh,District Hospital Blood Centre Proddatur,"APVVP Area Hospital Blood Bank Premises, Ground Floor, Proddatur, Proddutur, Dist. Y.S.R.",Y.S.R.,Govt.,9494808205,mobb.pdtr@gmail.com,StockCamps
232,Andhra Pradesh,District Hospital Blood CentreTanuku,"West Godavari, Tanuku, Dist. West Godavari",West Godavari,Govt.,9948396852,districthospitaltanuku@gmail.com,StockCamps
233,Andhra Pradesh,District Hospital Blood Centre Tekkali,"District Hospital Tekkali, TEKKALI, Dist. Srikakulam",Srikakulam,Govt.,9951388564,bloodbankdhtekkali@gmail.com,StockCamps
234,Andhra Pradesh,Doctors Blood Bank,"29-4-54k,CSIcomplex, Nakkala Road, Suryaraopeta, Vijayawada, Vijayawada, Dist. NTR",NTR,Private,9121716479,doctorsbloodbankvja@gmail.com,StockCamps
235,Andhra Pradesh,Dr Jawahara Blood Center,"D.No. 2/59/A, 5th floor,Near RTC Bus stop ,Main road Chimakurthy, Chimakurthy, Dist. Prakasam",Prakasam,Private,8431219999,drjawaharbloodcenter@gmail.com,StockCamps
236,Andhra Pradesh,Dr. Narni Ratnalaya Kumari Voluntary Blood Centre,"M/s. Dr. Narni Ratnalaya Kumari Voluntary Blood Bank(A unit of Buddala Narasimha Murthy Seva Sangham, Tanuku), 1st floor, D.No: 2-2-95, YSR Municipal Shopping Complex, Near Old Govt. Hospital, Tadepal, Tadepalligudem, Dist. West Godavari",West Godavari,Charitable/Vol,9100414199,drnrk.voluntarybloodbank@gmail.com,StockCamps
237,Andhra Pradesh,Dr. Pinnamaneni Siddartha Inst. Of Medical Sci. And Res. Foundation Blood Centre,"Siddhartha Nagar Chinoutpalli (V), Gannavaram Mandal, Krishna Dt, AP, Krishna, Dist. Krishna",Krishna,Private,9441698759,bb.drpsims@gmail.com,StockCamps
238,Andhra Pradesh,Dr. Ysr-Jakkampudi Rammohan Rao Blood Centre,"46-18-10, DANAVAIPET, RAJAHMUNDRY, RAJAHMUNDRY, Dist. East Godavari",East Godavari,Charitable/Vol,8235565656,ysrjrmbc2021@gmail.com,StockCamps
239,Andhra Pradesh,Fathima Institute Of Medical Sciences Blood Centre,"Ramarajupalli, Pulivendula Road,, Kadapa, Dist. Y.S.R.",Y.S.R.,Private,8790907287,fims.kadapa.ap@gmail.com,StockCamps
240,Andhra Pradesh,First Blood Centre,"Opposite kgh OP gate, Haritha sapthagiri plaza, Visakhapatnam, Dist. Visakhapatnam",Visakhapatnam,Charitable/Vol,9700175677,firstbloodbankvskp@gmail.com,StockCamps
241,Andhra Pradesh,Gayatri Vidya Parishad Institute Of Health Care And Medical Technology,"DNO:6-25, MARIDIVALLEY , MARIKAVALASA , MADHURAWADA, MADHURAWADA, Dist. Visakhapatnam",Visakhapatnam,Charitable/Vol,7675808026,gvpbloodbank@gmail.com,StockCamps
242,Andhra Pradesh,Gems Hospital Blood Bank,"Ragolu, Srikakulam Mandal, Srikakulam, Dist. Srikakulam",Srikakulam,Private,"089422 78201, 08942 22654, 7337362534",Bloodbank@gems.edu.in,StockCamps
243,Andhra Pradesh,Gmr Varalakhsmi Care Hospital Blood Centre,"GMR CARE HOSPITAL, RAJAM, GMR NAGAR ,RAJAM,532127, RAJAM, Dist. Vizianagaram",Vizianagaram,Private,8309988758,gmrbloodcenter@gmail.com,StockCamps
244,Andhra Pradesh,Good Samaritan Blood Centre,"H. No. 13-1/1, Good Samaritan Cancer and General Hospital, Vangayagudem, Eluru, ELURU, Dist. Eluru",Eluru,Private,9908083907,Samaritaneluru@gmail.com,StockCamps
245,Andhra Pradesh,Gopi Charitable Blood Center,"D.NO.14/13,Samsan peta, Revenue ward No.14th, Kasspuram Road - Guntakal, Guntakal, Dist. Anantapur",Anantapur,Charitable/Vol,9483733333,Gopibloodbank@gmail.com,StockCamps
246,Andhra Pradesh,Gopi Charitable Blood Centre,"21/134-15,SKD COLONY 1ST ROAD ,REVENUE WARD NO 21 BESIDE DR.JYOTHIRMAYI JUNIOR COLLEGE ADONI., ADONI, Dist. Kurnool",Kurnool,Charitable/Vol,9448068318 / 9019788863,gopicbc.adoni@gmail.com,StockCamps
247,Andhra Pradesh,Government General Hospital Blood Centre Adoni,"near gosha hospital road, Adoni, Kurnool district, Adoni, Dist. Kurnool",Kurnool,Govt.,9966429226,adnmsgovt.hospital@gmail.com,StockCamps
248,Andhra Pradesh,Government General Hospital Blood Centre Anantapur,"Dist. H.Q. Hospital Premises, Ground Floor, Anantapur, Dist. Anantapur",Anantapur,Govt.,8554275024,bloodbankgghatp@gmail.com,StockCamps
249,Andhra Pradesh,Government General Hospital Blood Centre Eluru,"Govt. GENERAL HOSPITAL Ground Floor, RR PET, Eluru, Dist. Eluru",Eluru,Govt.,9052695870,Wgbloodbank@gmail.com,StockCamps
250,Andhra Pradesh,"Government General Hospital Blood Centre, Guntur","First Floor, OP Block, Station Road, Guntur, Dist. Guntur",Guntur,Govt.,9160497497,Bloodbank.ggh.gnt@gmail.com,StockCamps
251,Andhra Pradesh,Government General Hospital Blood Centre Kadapa,"K wing, Ground floor, Putlampalli, Kadapa, Kadapa, Dist. Y.S.R.",Y.S.R.,Govt.,9494081693,kdpbb1816@gmail.com,StockCamps
252,Andhra Pradesh,Government General Hospital Blood Centre Kakinada,"Govt Blood Bank, Govt general hospital, Kakinada, Dist. Kakinada",Kakinada,Govt.,9000477977,bloodbankgghkkd@gmail.com,StockCamps
253,Andhra Pradesh,"Government General Hospital Blood Centre, Kurnool","Second Floor, New Diagnostic Block,Govt. General Hospital, Kurnool, Kurnool, Dist. Kurnool",Kurnool,Govt.,9849131447,knlgghbloodbank@gmail.com,StockCamps
254,Andhra Pradesh,Government General Hospital Blood Centre Machilipatnam,"Machilipatnam, Krishna, Andhra Pradesh, Machilipatnam, Dist. Krishna",Krishna,Govt.,9396718080,dhmtmbb@gmail.com,StockCamps
255,Andhra Pradesh,Government General Hospital Blood Centre Madanapalle,"MADANAPALLE, MADANAPALLE, Dist. Annamayya",Annamayya,Govt.,7981322876,ircsbbmpl2009@gmail.com,StockCamps
256,Andhra Pradesh,Government General Hospital Blood Centre Markapuram,"NEAR GUNDLAKAMMA BRIDGE, CUMBUM ROAD, Markapur, Dist. Prakasam",Prakasam,Govt.,8074858998,bloodbankmarkapur@gmail.com,StockCamps
257,Andhra Pradesh,Government General Hospital Blood Centre Nandyal,"First Floor, Government General Hospital Premises, Nandyal, Dist. Nandyal",Nandyal,Govt.,9985240946,bbdhnandyal@gmail.com,StockCamps
258,Andhra Pradesh,Government General Hospital Blood Centre Ongole,"Ramnagar, Ongole,, Ongole, Dist. Prakasam",Prakasam,Govt.,9000991884,bloodbankrimsongole@gmail.com,StockCamps
259,Andhra Pradesh,"Government General Hospital Blood Centre, Paderu","DH Paderu, , PADERU, Dist. Alluri Sitharama Raju",Alluri Sitharama Raju,Govt.,9440362087,areahospitalpaderu@gmail.com,StockCamps
260,Andhra Pradesh,Government General Hospital Blood Centre Pulivendula,"Area Hospital Premises, Muddanoor Road, Pulivendla, PULIVENDULA, Dist. Y.S.R.",Y.S.R.,Govt.,9966509364,pulivendulabb2007@gmail.com,StockCamps
261,Andhra Pradesh,"Government General Hospital Blood Centre, Rajahmundry","1st Floor, Government General Hospital Premises, Rajamundry, Dist. East Godavari",East Godavari,Govt.,9440473652,govtbloodbank.rjy@gmail.com,StockCamps
262,Andhra Pradesh,Government General Hospital Blood Centre Srikakulam,"Hudco Colony, Balaga, Srikakulam, , Srikakulam, Dist. Srikakulam",Srikakulam,Govt.,7702319013,bbrimssklm@gmail.com,StockCamps
